Id,Text,IsRetweet,IsSelfMentioned,Retweets#,Favorites#,Hashtags#,Medias#,Mentions#,SenderId,SenderAccountYears,SenderFavorites#,SenderFollowings#,SenderFollowers#,SenderStatues#,SenderLocation,Emojis#,Punctuations#,UpperCaseLetter#,Letter#,Symbols#,Words#,TWords#,UWords#,SlangWords#,AvgWordLength,IsCyberbullying
1158427241250009089,"süper güzelsin tatlım",False,False,0,1,0,0,1,906830687055032320,2,2501,235,210,1421,türkiye,0,0,1,19,0,3,1,0,0,6,False
1158427242445320192,"42 bursa aşırı derecede düz duvara bekarım ayaklarını yerden kesmeye hazırım",False,False,0,0,0,0,1,820552186052616192,2,11,2205,113,42,türkiye,0,0,0,66,0,11,0,0,0,6,True
1158427242562838529,"kızım zorla güzellik olmaz çık git artık aklımdan",False,False,0,0,0,0,0,1151590984347717632,0,102,76,46,48,türkiye,0,0,1,42,0,8,1,0,0,5,False
1158427243099688961,"günlerim sürekli gecen seneyi anmakla geciyor 2018 hayvan gibi özlendin canım benim geri gel",False,False,0,0,0,0,0,1154145758888845318,0,1498,64,110,68,üsküdar,0,0,0,79,0,14,0,0,0,5,False
1158427243389050880,"gece uyumayın bugün güzel bir şarkı patlatıcam gene",False,False,0,5,0,0,0,1056921134933950468,1,35128,14240,15914,2090,ankara,0,0,0,44,0,8,0,0,0,5,False
1158427244441886721,"yarın hatırımı sorsan ne olur bugün hevesimi kırdın bi kere",False,False,0,3,0,0,0,718505202203107328,3,63378,5644,5201,2609,denizli,0,4,2,50,0,10,2,0,0,5,False
1158427245381345283,"helal olsun kardeşş keşke vedat ile allahyar arası ümit veren bi genç daha alabilsek olası sakatlık ve ceza halinde ikisi yeterli gelmiyor bana vedatın yedek kalmasını istemem o yüzden pahalı transfere karşıyım",False,False,0,0,0,0,1,1077171838088855552,0,1925,229,27,960,bursa,0,6,7,180,0,32,7,1,0,5,False
1158427246308274176,"bizde özledik comebackaboubakar",False,False,0,0,1,0,0,996291842303037440,1,900,113,136,165,ankara,0,1,4,29,0,3,2,0,0,9,False
1158427249504411649,"i m at konyalı etliekmek in konya w",False,False,0,0,0,1,1,359331216,8,28857,1463,810,13126,qatar,0,2,4,28,0,8,4,1,0,3,False
1158427249793798155,"mesajımız kısa sürede nihat özdemir e gitti ve amatör hakemlere müjdeli haber geldi bayram öncesi kalan maç paralarının büyük kısmı hatta belkide tamamının hesaplarına yatırılacağını bildirdi tebrikler nihat özdemir çok dualar aldın",False,False,0,0,0,1,1,813307856401395712,2,2240,1109,681,829,türkiye,0,3,16,201,0,32,16,0,0,6,False
1158427252289355777,"içme boşver zehirleme kendini degmez",False,False,0,0,0,0,1,455958308,7,3393,158,131,17494,turkey,0,0,1,32,0,5,1,0,0,6,False
1158427252314578944,"kesintarihverösym ösym bebeğiim neden böyle yapıyosun ama çikolatalı muhallebim",False,False,0,3,1,1,0,847888947531395073,2,20531,1272,1594,1328,türkiye,0,3,0,71,0,9,0,0,0,7,False
1158427252713037824,"yama attılar yeni lastikler ateş pahası teşekkür ederim",False,False,0,0,0,0,1,447499281,7,14996,922,1971,31401,ankara,0,6,2,48,0,8,2,0,0,6,False
1158427252968906752,"kes sesini amk malı shnszusnlaaynwa",False,False,0,0,0,0,3,923221935089168384,2,6984,274,405,405,fatsa,0,0,1,31,0,5,1,0,1,6,True
1158427253212098560,"ee hayat nasi gidiyo neler yapiyosun gayet iyiyim super yolunda me irl",False,False,0,0,0,0,0,2192986316,6,948,98,31,705,ankara,0,5,3,59,1,12,3,0,0,4,False
1158427256680865792,"seni kaybetmekten deli gibi korkuyorum bence korkun bir şey olur sonucu",False,False,0,0,0,0,2,1014454127739527168,1,81368,3868,6397,9360,malatya,2,0,0,61,0,11,0,0,0,5,False
1158427258907963393,"hızlısın ama işte yokuş aşağı",False,False,0,0,0,0,1,1090932310550212610,0,3308,106,114,1018,adana,0,3,0,25,0,5,0,0,0,5,False
1158427259176464387,"nakkaştepeyi böyle sanacaklar",False,False,0,0,0,0,1,123619640,9,87921,374,3939,60086,anadolu,0,0,1,27,0,3,1,0,0,9,False
1158427273281921024,"gözümde gönlümde yüreğimde tütüyorsun",False,False,321,2549,0,0,0,2311847134,5,83101,18,254114,7717,yalova,0,6,0,34,0,4,0,0,0,8,False
1158428392171155456,"rusya nın sibirya bölgesinde 200 bin cephanenin bulunduğu askeri depodaki patlamanın ardından 11 bin kişi tahliye ediliyor rusya ya bel bağlayan kıçına teneke bağlasın çin ile iş tutan kulak çınlamasıyla sarsılır abd ile gelen abd ile gider göktuğ atabeyhhk 9 amp 19 süreci",False,False,39,161,2,0,0,88925756,10,18640,431,40937,38102,türkiye,0,10,15,231,0,43,8,2,0,5,False
1158429067819003904,"benden nefretmi ediyorsun umrumda değil",False,False,0,10,0,0,0,1105121096091734016,0,3602,3281,1426,1493,,1,2,2,35,0,5,2,0,0,7,False
1158429118381379585,"ben yazmayı bilmem dünya güzeli",False,False,2,14,0,0,0,1099761154736488449,0,6271,171,323,1641,mersin,0,0,0,27,0,5,0,0,0,5,False
1158429174559903744,"maşallah kerem ve ayşe ve ayker soyluşövalye çağlarertuğrul",False,False,6,0,0,0,0,1009326529481007104,1,9298,222,242,122333,turkey,0,0,9,52,0,8,6,0,0,6,False
1158429448091385861,"haftalık olağan il yönetim kurulu toplantımızı başbakanımız binali yıldırım ın şehrimize gelişi ve gençlik buluşmasının değerlendirilmesi ile gerzek akparti malatya il teşkilatımız her kademesi ile ilkleri gerzek ülkemize örnek olmaya devam ediyor",False,False,46,93,1,4,0,2611728349,5,1024,309,7055,3094,malatya,0,4,12,235,0,32,11,0,2,7,False
1158429466043080711,"madem ğ ile başlayan kelime yok o zaman neden onun büyük harfi var dedi 1 sınıf çocuğu",False,False,2,25,0,0,0,1004354767643140096,1,108720,8191,12740,2690,bursa,0,5,0,70,0,17,0,0,0,4,False
1158429595525365761,"sevgili kardeşim kerem ve ayşe ve ayker soyluşövalye çağlarertuğrul",False,False,6,0,0,0,0,1009326529481007104,1,9298,222,242,122333,turkey,0,0,9,59,0,9,6,0,0,6,False
1158429635148955648,"sevda dedikleri kerem ve ayşe ve ayker soyluşövalye çağlarertuğrul",False,False,6,0,0,0,0,1009326529481007104,1,9298,222,242,122333,turkey,0,0,9,58,0,9,6,0,0,6,False
1158429663145992192,"ağzı olan seviyor kalbi olana denk gelemedik",False,False,7,73,0,0,0,1028612804595601408,1,5832,164,1001,1214,karabük,0,2,1,38,0,7,1,0,0,5,False
1158429705076453376,"binlerce insandan sadece bir kısmı haberim olsa bu ankete sahsimida eklemek isterdim ama benden daha kidemlileri var ben 4 yıla yeni girdim hayırlı olsun mu diyelim bilmiyorum",False,False,9,8,0,0,6,953918405605842945,1,12069,468,1073,29297,türkiye,0,1,2,149,0,27,2,0,0,5,False
1158430208296398848,"sen bizim yıllar sonra gulumseyebildigimiz çocukluğumuzsun emeğimiz bilek zoru allahım sen reisi koru",False,False,1,8,0,1,1,1059847060755759104,1,30138,2213,2181,5156,bursa,14,10,3,89,0,13,3,0,0,6,False
1158430340127629312,"sayın bahçeli nin manifestosunu yeni sistemin inşaası için mevcut iç ve dış tehditleri görebilme basireti ve ferasetininin kararlılıkla beyan edilmesi olarakta okumak mümkün",False,False,10,13,0,0,0,1640257364,6,11041,486,41286,63591,bursa,0,2,2,151,0,23,2,0,0,6,False
1158430440308531201,"il başkanımız sn tahir karaaslan beraberindeki heyet ile tevfikbey caddesi mevkisinde ki esnafımızı ziyaret etti esnafımızın göstermiş olduğu ilgi ve alakadan dolayı teşekkür ederiz",False,False,7,7,0,3,0,986712719146602496,1,817,124,194,471,bilecik,0,3,16,158,0,24,8,1,0,6,False
1158430457094115334,"ağustoslar bu milletin sefer ve zafer aylarıdır topyekûn bir savaşa karşı taraf belirleme zamanının geldiğini ve birlik şuuruyla sen ben değil biz hakikatine sarılmamıza vurgu yapmasıdır",False,False,9,14,0,0,0,1640257364,6,11041,486,41286,63591,bursa,0,4,5,161,0,26,3,1,0,6,False
1158430533027880960,"kalbimi bıraktım",False,False,17,105,0,3,0,1018452134155649025,1,14625,6385,6220,999,kayseri,0,0,1,15,0,2,1,0,0,7,False
1158430629589069824,"sayın cb bizler 20 30 yıl bu vatana hizmet etmiş 447 sayılı yasa tarafından mağdur edilmiş emekçileriz emekleri yasalara takılanlardan oluşan olarak bizi bizden dinlemeniz için randevu vermenizi arz ediyoruz saygılarımızla eytadererandevurte",False,True,11,8,1,1,48,1134575986249535488,0,45,855,1121,121,bursa,0,8,17,211,0,32,7,0,0,6,False
1158430907826606082,"tarihi dokusu ile dünya markası olan şirince yi sahipsiz bırakmayacağız başkaşirinceyok",False,False,1,0,1,1,0,284506916,8,1918,250,10058,4118,kuşadası,0,3,4,77,0,11,3,0,0,7,False
1158431013766422528,"ft ne demek adım fatma ya kendimce kisalttim aşırı zekice",False,False,0,0,0,0,0,1031105167717003264,1,3387,107,81,2745,besiktas,0,4,2,48,0,10,2,0,0,4,False
1158431014110277632,"karikatüristlere dava açan bir zihniyetten espriyle cevap veren bir başkana farkı",False,False,0,0,0,0,1,996470740668026882,1,2715,37,157,173,ankara,0,7,1,71,0,11,1,0,0,6,False
1158431016714981377,"zor bir şey değil devlet 7 tlden bana bozsun ben bozayım doları hatta 7 tlden fiyat versin bozalım toptan",False,False,0,0,0,0,2,467728875,7,22405,42,4561,7650,türkiye,0,0,1,87,0,19,1,0,0,4,False
1158431017054740485,"lan bende rüyamda seni gördüm benim kuzenle beraber yılbaşı kutlaması için toplanıyoduk devin burak aykut falan vardı yazın ortasında yılbaşı kutluyoduk shdudhsn",False,False,0,0,0,0,2,1034480795908562945,1,1187,182,250,693,ankara,0,0,1,140,0,22,1,0,0,6,False
1158431017297838080,"ben özledim galiba seni",False,False,0,0,0,0,0,2256520242,5,1068,159,261,1292,NA,0,3,1,20,0,4,1,0,0,5,False
1158431017381912578,"en kısa zamanda",False,False,0,0,0,0,1,3420755793,4,3877,163,234,1557,antalya,1,0,1,13,0,3,1,0,0,4,False
1158431017394495490,"başa sar beni yak ve bidaha dinle",False,False,0,0,0,0,0,1088536834295152643,0,75312,383,1615,16227,istanbul,0,0,0,27,0,7,0,0,0,3,False
1158431017667112963,"0532 2516882 nolu telefonumu kurumsaldan bireysele geçirmek için müracaat ettim tam 45 gün geçti önüme borç olmamasına rağmen bir çok engel çıkardılar kara listem yokk borcum yokk en son 3 sene evvel kapatmış olduğum 534 0528943 nolu telefonu çıkardılar ilgi lutfe",False,False,0,0,0,0,1,317905351,8,25,66,55,180,manisa,0,0,0,224,0,41,0,0,0,5,False
1158431018656980993,"evet belki iddiali olacak ama bu cumartesi 21 yillik yaşantımın en iyi sarmasini yedim tarihe not gecilsin istiyorum",False,False,0,1,0,0,0,783664203630579713,3,19341,411,237,10829,istanbul,0,1,0,99,0,18,0,0,0,5,False
1158431019139313664,"dizideki rol arkadaşı çocuklarda öyle",False,False,0,1,0,0,2,746076930974289920,3,129458,1723,1347,71080,türkiye,1,0,1,33,1,5,1,0,0,6,False
1158431019835559942,"paraları buraya yetiyor keko",False,False,0,0,0,0,1,1098817991561670656,0,149,65,6,89,antakya,0,0,1,30,0,4,1,0,1,7,True
1158431020414373895,"reuters ın 18 kurumun katılımı ile düzenlediği ankete göre tüfe temmuzda kdv ve ötv indirimlerinin sonlanması ve elektrik zammının etkisiyle aylık yüzde 1 6 artış göstermesi yıllık enflasyonun ise hazirandaki yüzde 15 72 den yüzde 16 9 a yükselmesi bekleniyor",False,False,0,0,0,1,0,21418513,10,2,5,138893,330094,türkiye,0,10,11,220,0,40,4,3,0,5,False
1158431020804399106,"assjshajahab aydınlandık şuan",False,False,0,2,0,0,1,1100757770083684352,0,47023,2870,3251,1944,türkiye,0,0,1,27,0,3,1,0,0,9,False
1158431024382140416,"yav amk delirdiniz fenerliler olarak",False,False,0,0,0,0,1,1121899713337483265,0,3294,62,68,252,manisa,0,0,1,32,0,5,1,0,1,6,True
1158431024612880390,"bazı beşiktaş muhabirlerinde organize olarak son zamanlarda bir durumlar var ya bakalım enteresan bir şekilde beşiktaş düşmanı gibi hareket ediyorlar nerden ne menfaatleri kesildi kim kuyruklarına bastiysa artik bunlarin baya bi enteresanlaşmışlar",False,False,0,1,0,0,1,266623431,8,53563,7047,7783,28428,türkiye,0,3,5,216,0,32,5,0,0,6,False
1158431024617054214,"ben her şeyi bitirdiğim zaman geliceksin sanırım",False,False,0,3,0,0,0,893041073882370048,2,32022,830,965,4377,53,1,0,1,42,0,7,1,0,0,6,False
1158431025766326273,"sen doktorsun komedyen değil",False,False,0,0,0,0,0,69827426,10,2854,15,109,6015,denizli,1,1,1,25,0,4,1,0,0,6,False
1158431025850179584,"allah belanizi versin",False,False,0,0,0,0,2,515600063,7,11010,1745,4557,30528,bursa,0,0,19,19,0,3,3,3,0,6,True
1158431026634526720,"duruverme kolonyalama",False,False,0,0,0,0,0,1158421567262593024,0,1,0,0,3,burdur,0,0,0,20,0,2,0,0,0,10,False
1158431027028795392,"kadınlar bazen çocuklaşıyor",False,False,0,0,0,0,1,1156354899023663105,0,14,89,5,25,ankara,0,0,0,25,0,3,0,0,0,8,False
1158431028077387776,"loca senin köpeğin olsun",False,False,0,0,0,0,1,387657812,8,8283,258,451,2790,bursa,0,0,1,21,0,4,1,0,0,5,False
1158431028266057731,"cümlemizden",False,False,0,0,0,0,2,1024093536,6,42095,876,4866,7654,bursa,0,0,1,11,0,1,1,0,0,11,False
1158431028828102659,"verilen cevaplar yada iletilen konular da çözüme kavuşsa çok güzel bir uygulama",False,False,0,0,0,0,0,210229845,9,8318,849,1395,13014,ankara,0,0,1,68,0,12,1,0,0,5,False
1158431029084020736,"kesintarihverösym bu tiwiti rt leyen insallah istediği bölüme yerleşir görüp direk geçen kılpayı kaçırır insallah",False,False,0,0,1,0,0,925083289043525632,2,510,240,82,619,türkiye,0,2,1,99,0,15,1,0,0,6,False
1158431029121769477,"oy senin canına kurbaney sağolasınn",False,False,0,0,0,0,1,777967092951871488,3,8937,122,224,1004,istanbul,1,1,1,32,1,5,1,0,0,6,False
1158431029352423426,"sorma yav jdjjxkxkjxsk garip bi durum",False,False,0,0,0,0,1,981996013564170242,1,1587,101,94,915,muğla,0,0,0,32,0,6,0,0,0,5,False
1158431030157697026,"ölsem gelmem",False,False,0,1,0,0,1,950034992058552322,1,96694,5316,6852,3506,mersin,0,0,1,11,0,2,1,0,0,5,False
1158431030178717696,"o en güzeli tabiki",False,False,0,0,0,0,1,3335575762,4,1218,716,1022,489,bursa,0,0,1,15,0,4,1,1,0,3,False
1158431030833033218,"game of thrones in resimli yeni baskısı internetten sipariş edebilirsiniz galiba",False,False,0,1,0,0,2,3331904770,4,99992,7975,9253,3035,antalya,0,1,3,70,0,11,3,0,0,6,False
1158431030841397248,"unf yapma program var diye biyografiye yazanlar yılın 2019 olduğunun farkında mı",False,False,0,3,0,0,0,3078811787,4,37246,907,2994,857,konya,0,0,1,69,0,12,1,0,0,5,False
1158431031025983490,"geç kaldım galiba 20 34",False,False,0,0,0,0,2,331897020,8,929,142,148,2463,istanbul,0,3,1,19,0,5,1,0,0,3,False
1158431032267423749,"onları hiç göndermedim bilmiyorum nasıl bir duygu",False,False,0,0,0,0,1,102063687,9,7075,270,919,21267,NA,2,0,1,43,1,7,1,0,0,6,False
1158431032770740224,"günde 3 defa falan yüzümüz gülüyor 2 si zaten sinirden",False,False,0,0,0,0,0,1106452231010897920,0,11518,344,202,247,adana,0,3,1,45,0,10,1,0,0,4,False
1158431033001488384,"dolaylı yoldan öğrendiysem",False,False,0,0,0,0,1,735737645230264324,3,81121,1081,3741,71161,türkiye,0,1,0,24,0,3,0,0,0,8,False
1158431033072717825,"şimdiki aşklar hormonlu domates gibi ne kokusu var nede tadı var",False,False,0,0,0,0,0,1150643493016166400,0,13956,464,501,2355,izmir,0,0,1,54,0,11,1,0,0,4,False
1158431033152458752,"nesin sen be sen nesin ya bizi ilme teşvik için mi geldin",False,False,0,0,0,1,0,1002930540591374337,1,885,352,388,351,bursa,1,3,3,46,1,12,3,0,0,3,False
1158431033920016386,"inşallah misafir gelmez dedikten sonra kapının çalması",False,False,0,0,0,0,0,738681910034075648,3,12543,189,294,4035,ankara,0,3,1,48,0,7,1,0,0,6,False
1158431034192605186,"ilk formam 6 ve 9 numaraları vardı",False,False,0,0,0,0,2,179478622,9,17123,221,345,7635,antalya,0,1,1,28,0,7,1,0,0,4,False
1158431034805039104,"burcum dengesiz değil ama maşallahım var cnelmcşdld",False,False,0,0,0,0,1,1143630350360465408,0,888,28,57,84,fatsa,0,0,0,45,0,7,0,0,0,6,False
1158431137066360832,"hayatımda güzel bir gelişme olur birine anlatırım allah belamı verir hayatım kayar",False,False,235,3281,0,0,0,1383132374,6,269139,699283,1252121,2466,ankara,0,4,0,71,0,12,0,0,0,5,False
1158431435356852225,"önemli washington post a göre türk yetkililer abd li yetkililerin yaptığı 15 km derinlikte ve 140 km genişliğindeki güvenli bölge önerisini de reddetti ayrıca görüşmelerin de devam ettiğini vurgulamış",False,False,12,97,1,0,0,1067078972385751042,1,794,38,19149,3533,turkey,0,5,9,172,0,29,7,1,0,5,False
1158431756212682756,"sendikamız başkanlar kurulu ankara daki genel merkezimizde toplandı bölgelerimizdeki gelişmelerin yanısıra yaklaşan gurup toplu iş sözleşmemizle alakalı görüş alışverişinde bulunduk",False,False,34,74,0,2,0,263303952,8,216,59,14437,3460,ankara,0,4,7,162,0,20,7,0,0,8,False
1158432009867399169,"allah rızası için biri dolabımı düzeltsin ya",False,False,11,88,0,0,0,1047255620955656192,1,23227,2065,3854,535,manisa,0,1,1,38,0,7,1,0,0,5,False
1158432309068140544,"kerem ve ayşe ve ayker soyluşövalye çağlarertuğrul",False,False,17,1,0,0,2,1009326529481007104,1,9298,222,242,122333,turkey,0,0,8,44,0,7,5,0,0,6,False
1158432535304712193,"kapatma kitabı umut belki sonraki sayfadadır",False,False,28,154,0,0,0,1101025959107543040,0,295916,7875,12163,941,kuşadası,0,2,2,39,0,6,2,0,0,6,False
1158432572457852929,"milli eğitim bakanımız sayın ziya selçuk bolu aladağ gençlik kampımızın 7 dönem katılımcısı gençlerimizle bir araya gelerek kamp aktivitelerimize katıldı birkardeşlikiklimi gençlikkampları",False,False,155,396,2,4,0,602865966,7,412,297,58256,8417,ankara,3,6,15,167,2,22,12,0,0,7,False
1158433975720976384,"azı karar çoğu zarar",False,False,1,1,0,0,1,2364356338,5,182314,4050,8236,59919,ankara,2,0,1,17,0,4,1,0,0,4,False
1158433993982992384,"atama bekleyen öğretmen sayısı yarim milyona dayandı görev verildiği taktirde türk bayrağının dalgalandığı her yerde görev yapmaya hazırız",False,False,49,72,0,1,5,791023071742353408,3,902,109,4342,1976,türkiye,4,2,4,121,0,18,4,0,0,6,False
1158434216037818369,"akıl para ile satılmaz",False,False,12,20,0,0,0,1106240531770818560,0,1265,76,30,1110,anadolu,0,1,1,19,0,4,1,0,0,4,False
1158434338016509952,"sakaryalılar varken",False,False,1,11,0,0,1,968594327034351622,1,117376,26368,29271,4461,türkiye,0,0,1,18,0,2,1,0,0,9,False
1158434665793052672,"twitter mahkemeleri kuruldu sosyal medya mahkemelerinde adalet aranır mı ne olacak bu taksi meselesi ve suriyeliler hakkında yalan söyleyenlerin tehlikeli planı ne anlatıyor",False,False,9,20,0,0,1,2978223147,4,41,36,203542,119409,türkiye,2,2,5,151,1,23,5,0,0,6,False
1158434786970673152,"eh bir musluk damlatması challenge gelir artık bu videonun üstüne",False,False,0,0,0,0,1,112599358,9,3117,926,242,19448,kuşadası,0,2,1,56,0,10,1,0,0,5,False
1158434787604017156,"biz hep yaralı kuşları sevdik sevdikçe iyileştiler iyileştikçe gittiler",False,False,0,0,0,1,0,730384407475916800,3,113,16,11,3,adana,0,3,1,63,0,9,1,0,0,7,False
1158434788786749441,"atar yapan bir dönek daha vardi sesi kesilmiş gibi yerinde sayıyor herhalde",False,False,0,0,0,0,1,557798668,7,1213,179,16,1109,istanbul,0,0,2,64,0,12,2,0,1,5,True
1158434790011523072,"yok ya gerzek bu kadar sakar olamam ya",False,False,0,5,0,0,0,1098285478867058693,0,3068,958,1083,2496,zonguldak,0,0,1,34,0,8,1,0,1,4,False
1158434790124773377,"farklı düşünüyo saygı göster diyo onla evlen ozaman",False,False,0,0,0,0,0,966673163164798977,1,1204,453,96,686,soma,0,0,1,44,0,8,1,0,0,5,False
1158434790791614464,"taeyeon u gömen exol nerde mk hani nerde biz o orospu gömüyoruz taeyeon u değil",False,False,0,1,0,0,0,3412204611,4,20259,567,697,1580,antalya,0,2,34,67,0,15,9,8,1,4,True
1158434791383031808,"ilginiz ve hassasiyetiniz için çok teşekkür ederiz",False,False,0,0,0,0,1,952270860227891200,1,1566,97,1641,2657,ankara,2,0,1,44,0,7,1,0,0,6,False
1158434791651532801,"özür dilerim hanımefendi",False,False,0,0,0,0,1,1033768385677598720,1,1068,97,84,926,beylikdüzüistanbul,0,0,1,22,0,3,1,0,0,7,False
1158434791806685184,"ekle özele gel",False,False,0,0,0,0,1,1032972642637279236,1,178,12,67,46,afyonkarahisar,0,0,0,12,0,3,0,0,0,4,False
1158434794088423424,"şayet deniz bahsedildiği gibi bi telefon ile fbahçe ye döndüyse yersen yapılan bu görüşmenin içeriğinin farklı olma ihtimali yok malzeme ve gerzek bunlar çünkü",False,False,0,0,0,0,0,1670916595,6,16419,202,2052,46477,türk,0,6,2,139,0,24,2,0,1,5,False
1158434794793046016,"kankaa aciklamasinlar bence djdnjd ösymsonuçlarıaçıkla",False,False,0,1,1,0,0,1050740658,6,15530,375,744,4480,ankara,0,1,1,51,0,5,1,0,0,10,False
1158434795254423552,"anlamı fena değilmiş okudum rahmetli büyükbabanızın adı mı",False,False,0,0,0,0,1,76882928,10,163,238,90,139,istanbul,0,3,2,51,0,8,2,0,0,6,False
1158434796198146049,"sivaslılar günümüz kutlu olsun kanka",False,False,0,0,0,0,1,837725753064243203,2,2231,258,165,3017,adanaistanbul,2,0,1,32,0,5,1,0,0,6,False
1158434796428824576,"reis urban stıl mı klas stılmı",False,False,0,0,0,2,0,1131275332127002625,0,1,47,39,21,ankara,0,1,0,25,0,6,0,0,0,4,False
1158434796516859904,"galatasaraylı olmama rağmen emreyi abduşla kıyaslayamazsın çünkü şuan emre futbolcu olmaya çalışıyo",False,False,0,0,0,0,1,743519744133857280,3,10886,179,203,725,adana,0,0,4,88,0,12,4,0,0,7,False
1158434796827230209,"sesimizi duy ziya hocam adalet istiyoruz biyolojiöğr200atama",False,False,0,0,1,0,0,129260915,9,48,60,10,48,turkey,2,2,5,55,0,7,3,0,0,7,False
1158434797456375809,"babam gelin gezmeye gidelim dedi ümraniyeye götünü baba bırak beni ben asosyal olmaya da razıyım",False,False,0,0,0,0,0,1062103682286866435,1,3392,70,84,641,istanbul,0,0,0,87,0,15,0,0,1,5,False
1158434797842313217,"trql kokoreç et ciğer le important",False,False,0,0,0,0,1,1000086324131647489,1,23821,572,1534,15000,paris,2,0,0,29,1,6,0,0,0,4,False
1158434798827921408,"şişinme depreşmek",False,False,0,0,0,0,0,1158156498301804551,0,5,3,0,20,kayseri,0,0,0,16,0,2,0,0,0,8,False
1158434798840553474,"sebep",False,False,0,0,0,0,1,1441747268,6,1434,525,33,74,araf,0,1,1,5,0,1,1,0,0,5,False
1158434799356456960,"beni bir tek ben ikna edebilirim ve bir tek ben yolumdan döndürebilirim herkes kendiyle ilgilensin",False,False,0,6,0,0,0,1140240184950296577,0,11607,2906,2247,282,ankara,0,0,1,84,0,15,1,0,0,5,False
1158434799536791552,"yutkunamadım",False,False,0,0,0,0,1,1158379213348622336,0,7,24,1,8,ayrancı,0,3,1,12,0,1,1,0,0,12,False
1158434799993937920,"yaşamak ölmekten hazin geliyor",False,False,0,0,0,1,0,172266950,9,92777,455,1354,37227,avcılar,0,0,1,27,0,4,1,0,0,6,False
1158434800757354498,"hahaha vah inişteye",False,False,0,0,0,0,2,979997641156300803,1,135319,5232,11096,53234,izmir,0,0,1,17,0,3,1,0,0,5,False
1158434801088651264,"ee sinirliydik biz ne ara ağlak bir balık olmuşuz",False,False,0,0,0,0,0,1140854490670743552,0,1098,66,39,246,bursa,0,1,0,41,0,9,0,0,0,4,False
1158434802216951815,"kop okuyor 2019 yılı mali destek programları kapsamında okulumuz derinkuyu mehmet ekmekci anadolu lisesi nin okulda okuma günleri adlı projemizin mülakat sunumunu gönüllerin şehri konya da başarıyla gerzek hayırlısı olsun",False,False,0,0,0,4,0,707204161599881217,3,1879,483,408,401,nevşehir,0,8,39,201,0,30,18,5,1,6,False
1158434802753789953,"adanalı da nevzat müdür bile filmin sonunda kötü adam oluyosa benim kimseye güvenim kalmadi dkdkdk",False,False,0,1,0,0,0,1022562420240396293,1,1791,97,119,410,ankara,0,0,1,84,0,15,1,0,0,5,False
1158434804582551553,"bilinmeyen şarkılarda bulmuşuz kendimizi birbirimizi belki",False,False,0,0,0,0,0,1097581867757375488,0,517,89,28,208,ankara,0,4,1,53,0,6,1,0,0,8,False
1158434804762890241,"bayilerde trend x dışında araç yok",False,False,0,0,0,0,1,390270261,8,871,290,99,466,,0,1,1,29,0,6,1,0,0,4,False
1158434805677252609,"2 saat yoktum çarşı pazar karışmış noluyo aloo",False,False,0,5,0,0,0,2201835591,6,140753,686,4010,17355,eskişehir,0,0,0,42,0,8,0,0,0,5,False
1158434806176407552,"neyse hayal kurmayalım şimdi",False,False,0,1,0,0,0,967158370833784833,1,19413,924,808,10419,bilecik,0,2,1,25,0,4,1,0,0,6,False
1158434807426224128,"33 yine takımca yaptığımız ani baskı ile topu kazanan doğukan ın sert şutu kalecinin üzerine gitti",False,False,0,0,0,0,0,958022190,7,1385,22,58099,8488,karşıyaka,0,4,2,83,0,16,2,0,0,5,False
1158434807958781952,"şive ve şişman esprisi seven atayı izler içindeki hayvanın dışa vurumunun karaktere dönüşmüş halini görmek isteyen şahan ince espri ironi ve kalite arayanda cem yılmaz",False,False,0,2,0,0,1,3031856163,4,340711,24426,136010,7486,bursa,0,3,1,143,0,25,1,0,0,5,False
1158435016130670593,"kadınlar her yerde güzellik katıyorlar ve mücadele azmiyle dolular kazdağlarıhepimizin suvevicdannöbeti",False,False,12,48,2,1,0,716756136,7,91871,1500,48471,410667,istanbul,0,4,7,93,0,11,4,0,0,8,False
1158435145747238916,"merhaba bayram tatili süresince kargolar çalışmayacağı için bayram öncesi mama desteğinde bulunursanız canlar adına çok mutlu olurum biz yine bayram boyunca canlar ile beraberiz",False,False,13,11,0,1,0,95170409,10,4592,356,134,578,kırklareli,3,1,2,154,0,24,2,0,0,6,False
1158435569858424842,"başpolislikten komiser terfide lisans ve önlisans mezunlarının tamamının 45 yaş sınırının kaldırılması üst rütbeye terfide eşitler arasında yapılan haksızlığı önleyecektir baspolislerkomiserolsun",False,False,12,13,1,1,3,3074326385,4,25742,1745,657,17121,eskişehir,0,3,5,175,0,21,3,0,0,8,False
1158436336317153280,"mercedes in takım patronu olsaydınız lewis hamilton ın takım arkadaşı olarak kim tercih ederdiniz",False,False,1,13,0,0,0,16310319,11,3651,148,18548,68489,turkey,2,4,3,84,0,14,3,0,0,6,False
1158436356386955264,"kerem ayşe yi boşanmaktan vazgeçirebilecek mi afili aşk ın yeni bölümünde neler yaşanacak 9 bölüm özet ve fotoğrafları afiliaşk burcuözberk çağlarertuğrul ayker",False,False,17,22,4,0,0,2837020661,5,10343,849,6191,22235,türkiye,0,10,12,139,0,22,8,0,0,6,False
